,Tweets,Writer
88,i'm thrilled to discuss this important and complex anniversary with these women. join us. 100 ,HillaryClinton
89,"we can protect abortion rights, access to health care, the environment, and more. to do it, we have to flip the senate.

with yesterday's primary victory,  is poised to flip susan collins’ seat in maine.

contribute today to help her win ",HillaryClinton
90, we shouldn't have to beg this president to listen to the experts.,HillaryClinton
91,"my friendships have been some of the most important relationships of my life. i now have a term for those kinds of bonds big friendship. 

congratulations to  and  on their fascinating new book.  ",HillaryClinton
92,"had a great time on the daily social distancing show—thanks, . 

topics included voter suppression, roger stone, and other horsemen of the apocalypse. ",HillaryClinton
93,teachers shouldn't be forced to choose between their lives and their jobs.,HillaryClinton
94, 💕,HillaryClinton
95,2y send us your questions now for   and we will forward them along during the q&amp;a portion of tonight's e…,HillaryClinton
96," as part of our james callaghan memorial lecture series,  will join our vice-chancellor, professor paul boyle…",HillaryClinton
97,"""perhaps the most sinister form of minority voter suppression is also the simplest making nonwhite people wait longer to vote."" ",HillaryClinton
98,good. ,HillaryClinton
99, no sarcasm i really wish  had decided to sell trump2020 masks. think of all the lives that could have…,HillaryClinton
100,every american voter should watch this. ,HillaryClinton
101,"the administration's exacerbation of the covid-19 crisis has put families across the country in a terrible position as they look ahead to the fall. there are solutions that can help, if policymakers listen. ",HillaryClinton
102,"make a date to join me, , and  on monday evening to talk about an art we could use a lot more of right now diplomacy.  ",HillaryClinton
103,"it was my honor to join you, reshma, and the amazing young women of  who will rebuild our world. 💻 ",HillaryClinton
104,"4youth this is what protecting our democracy looks like—sustained, peer-to-peer organizing. no one does it better than the you…",HillaryClinton
105,"girls, working together, will remake the world. 

i'm thrilled to be joining the girl up leadership summit next week to talk about how. 

grab your ticket and see you there  girlslead20 ",HillaryClinton
106,this amicus brief from former national security officials explains the issues well ,HillaryClinton
107,"on trump’s taxes, the da won but congress lost (for now), which makes no sense. congress sought information on money laundering and illicit finance &amp; influence by foreign adversaries. as a senator i saw the danger of allowing blind spots to congressional oversight in these areas.",HillaryClinton
108,"this fellowship from , an  partner, is an incredible opportunity for students to have an impact on the election. 

send it to a student in your life—the deadline is tomorrow! ",HillaryClinton
